tw_id,sentiment_score,sentiment_magnitude,sentiment_tag,content_type
881298121988259841,0.0,0.0,"neutral",""
881298121975775232,0.20000000298023224,0.8999999761581421,"neutral",""
881298121967280128,0.10000000149011612,0.30000001192092896,"neutral",""
881298121988362240,0.5,2.0999999046325684,"positive",""
881298121954705409,0.0,0.0,"neutral",""
881298121967390721,-0.10000000149011612,0.30000001192092896,"neutral",""
881298121950736384,0.699999988079071,1.5,"positive",""
881298121975885824,-0.20000000298023224,0.20000000298023224,"neutral",""
881298121984065536,0.5,1.0,"positive",""
881298121971699716,-0.10000000149011612,0.10000000149011612,"neutral",""
881298121971474432,0.20000000298023224,0.20000000298023224,"neutral",""
881298121967390720,0.800000011920929,0.800000011920929,"positive",""
881298121971691520,0.4000000059604645,0.4000000059604645,"positive",""
881298121971556352,0.6000000238418579,0.6000000238418579,"positive",""
881298121975791616,-0.10000000149011612,1.2999999523162842,"neutral",""
881298121963311104,0.8999999761581421,0.8999999761581421,"positive",""
881298121980092416,0.4000000059604645,0.4000000059604645,"positive",""
881298121959112704,0.6000000238418579,0.6000000238418579,"positive",""
881298121950711810,0.4000000059604645,1.2999999523162842,"positive",""
881298121950511104,0.5,0.5,"positive",""
881298121979985924,0.30000001192092896,0.30000001192092896,"positive",""
881298121959108608,0.0,0.0,"neutral",""
881298121967456257,0.0,1.100000023841858,"neutral",""
881298121959120896,0.30000001192092896,0.30000001192092896,"positive",""
881298121984233472,0.0,0.0,"neutral",""
881298121963302912,0.4000000059604645,0.8999999761581421,"positive",""
881298121984270340,-0.10000000149011612,0.10000000149011612,"neutral",""
881298121980096512,0.5,0.5,"positive",""
881298126153302016,0.0,0.0,"neutral",""
881298126153412609,0.10000000149011612,0.10000000149011612,"neutral",""
881298126169964544,0.20000000298023224,0.4000000059604645,"neutral",""
881298126165991424,0.10000000149011612,0.20000000298023224,"neutral",""
881298126170148864,-0.20000000298023224,0.20000000298023224,"neutral",""
881298126149210113,0.10000000149011612,0.10000000149011612,"neutral",""
881298126157434880,0.0,0.0,"neutral",""
881298126174273536,-0.4000000059604645,0.4000000059604645,"negative",""
881298126161760256,0.10000000149011612,0.10000000149011612,"neutral",""
881298126166011906,-0.20000000298023224,0.4000000059604645,"neutral",""
881298126144983041,-0.30000001192092896,0.30000001192092896,"negative",""
881298126161797120,0.10000000149011612,0.30000001192092896,"neutral",""
881298126157623296,0.20000000298023224,0.20000000298023224,"neutral",""
881298126149177344,0.10000000149011612,0.10000000149011612,"neutral",""
881298126178537473,-0.5,0.5,"negative",""
881298126166003712,0.0,0.800000011920929,"neutral",""
881298126174289921,0.10000000149011612,0.10000000149011612,"neutral",""
881298126161801218,0.20000000298023224,0.8999999761581421,"neutral",""
881298126153412608,-0.699999988079071,0.699999988079071,"negative","News"
881298126157623298,0.4000000059604645,0.4000000059604645,"positive",""
881298126178484224,0.4000000059604645,0.8999999761581421,"positive",""
881298126178537472,0.10000000149011612,0.10000000149011612,"neutral",""
881298126174158849,0.0,0.0,"neutral",""
881298126149218304,0.8999999761581421,0.8999999761581421,"positive",""
881298126170140674,0.20000000298023224,0.4000000059604645,"neutral",""
881298126157623299,0.10000000149011612,0.10000000149011612,"neutral",""
881298126145019905,-0.10000000149011612,0.30000001192092896,"neutral",""
881298126170140672,0.0,0.0,"neutral",""
881298126165823488,-0.30000001192092896,0.6000000238418579,"negative",""
881298126149218306,0.0,0.0,"neutral",""
881298126170193920,0.10000000149011612,0.10000000149011612,"neutral",""
881298126178586628,-0.30000001192092896,0.30000001192092896,"negative",""
881298126165823489,0.20000000298023224,0.800000011920929,"neutral",""
881298126157565952,0.0,0.0,"neutral",""
881298126174396417,0.5,0.5,"positive",""
881298126145032192,0.30000001192092896,0.30000001192092896,"positive",""
881298126145024003,0.10000000149011612,0.699999988079071,"neutral",""
881298130351775744,0.10000000149011612,1.899999976158142,"neutral",""
881298130343387137,0.0,0.0,"neutral",""
881298130347724800,0.0,0.0,"neutral",""
881298130351685632,-0.20000000298023224,0.20000000298023224,"neutral",""
881298130347610113,0.0,0.0,"neutral",""
881298130339115008,0.20000000298023224,0.4000000059604645,"neutral",""
881298130364276736,0.30000001192092896,1.100000023841858,"positive",""
881298130377076736,0.0,1.2999999523162842,"neutral",""
881298130372710400,-0.30000001192092896,0.30000001192092896,"negative",""
881298130355994624,0.8999999761581421,0.8999999761581421,"positive",""
881298130339115009,0.4000000059604645,0.8999999761581421,"positive",""
881298130376900609,0.20000000298023224,1.399999976158142,"neutral",""
881298130347732992,0.10000000149011612,0.30000001192092896,"neutral",""
881298130360123392,0.699999988079071,3.0999999046325684,"positive",""
881298130364358656,0.0,0.800000011920929,"neutral",""
881298130343522305,0.8999999761581421,0.8999999761581421,"positive",""
881298130356113408,0.0,0.0,"neutral",""
881298130351906819,-0.6000000238418579,0.6000000238418579,"negative",""
881298130368704512,0.20000000298023224,0.20000000298023224,"neutral",""
881298130347675648,0.6000000238418579,0.6000000238418579,"positive",""
881298130364452864,0.0,0.0,"neutral",""
881298130372788225,0.10000000149011612,0.699999988079071,"neutral",""
881298130360303616,-0.10000000149011612,0.10000000149011612,"neutral",""
881298130356064257,0.0,0.0,"neutral",""
881298130364502016,0.0,0.0,"neutral",""
881298130343387136,0.10000000149011612,0.10000000149011612,"neutral",""
881298130355879936,0.30000001192092896,1.100000023841858,"positive",""
881298130372894720,-0.10000000149011612,0.10000000149011612,"neutral",""
881298130364506112,0.6000000238418579,0.6000000238418579,"positive",""
881298130364485637,-0.5,0.5,"negative",""
881298130368684033,0.0,0.4000000059604645,"neutral",""
881298130368688128,0.0,0.0,"neutral",""
881298130343305216,0.5,1.100000023841858,"positive",""
881298130351923202,0.800000011920929,0.800000011920929,"positive",""
